# number of customers + 1 (depot stored as last "customer") [int nC]
41
# customer IDs (depot gets ID -1) [int* customerIDs]
322.287000 1070.133000 227.406143 198.716000 512.894000 337.930333 193.168143 151.271000 562.049000 215.690667 1028.151000 1046.415000 523.379333 1084.394000 1042.120333 424.291333 1047.730000 548.633000 288.688000 240.055000 506.473000 598.845000 301.573000 151.048000 561.692000 590.956000 526.545333 566.163333 177.365667 547.389333 237.912667 521.190000 1022.947000 321.113333 1101.473333 386.368333 524.131333 231.457000 380.666333 1067.169333 0.000000 
# shift start time [int shift_start]
21600
# shift end time [int shift_end]
79200
# service times at customers (depot has service time 0.0) [int* t_service]
180 180 180 120 300 60 300 240 300 240 180 180 300 120 180 180 180 180 240 300 180 60 300 60 60 240 120 60 120 180 300 180 120 180 120 180 180 180 180 300 0 
# max. deviation of service times at customers (depot again 0.0) [int* t_service_maxDev]
120 120 180 420 180 420 360 180 240 300 480 60 420 240 180 60 420 360 420 60 420 360 360 300 180 420 360 540 480 180 120 420 300 300 240 300 180 180 360 120 0 
# morning/AM travel time matrix between customers (incl. depot as last customer) [int** t_travelAM]
0 1845 610 1006 934 91 1075 1021 630 1563 844 914 1346 783 631 110 1531 188 909 558 468 102 1879 655 1819 52 736 669 74 185 249 941 744 1844 924 228 555 1065 605 1781 5760 
1815 0 1647 838 1128 1727 811 839 1625 431 1318 1387 667 1502 1566 1816 453 1749 981 1262 1639 1885 1193 1590 1165 1835 1702 1373 1858 1758 1787 1531 1709 1158 1397 1822 1700 1863 1468 1095 4835 
598 1622 0 1329 747 668 1399 1345 20 1184 414 483 960 412 1091 657 1152 763 1233 858 927 634 1503 1115 1475 623 453 946 597 763 642 709 461 1468 494 681 52 863 749 1405 5549 
1025 857 1361 0 1430 937 136 50 1355 901 1593 1662 969 1702 777 1026 923 959 191 472 850 1095 1583 800 1554 1045 1691 583 1068 968 997 1832 1750 1547 1673 1032 1413 2013 1013 1485 4858 
993 1152 757 1432 0 1063 1404 1432 735 714 462 392 485 563 1417 1022 682 1089 1574 1494 1254 978 1019 1441 990 1009 634 1594 994 1156 968 463 642 983 380 1025 809 796 1038 921 5074 
88 1754 683 915 1008 0 984 930 703 1582 918 987 1396 856 540 89 1550 97 818 467 377 158 1943 564 1893 108 789 578 131 94 162 1015 818 1907 998 197 629 1111 624 1845 5669 
1080 844 1416 154 1417 992 0 169 1410 888 1580 1649 956 1757 831 1081 909 1014 246 527 904 1150 1569 855 1541 1100 1746 638 1123 1023 1052 1819 1805 1534 1659 1087 1468 2068 1068 1471 4806 
1043 850 1379 49 1423 955 171 0 1373 894 1586 1655 962 1720 795 1044 916 977 209 490 868 1113 1576 818 1547 1063 1709 601 1086 986 1015 1825 1768 1540 1666 1050 1431 2031 1031 1478 4876 
620 1602 22 1314 727 690 1383 1330 0 1164 394 463 940 392 1113 679 1132 785 1217 843 950 656 1483 1137 1455 645 433 931 619 785 664 689 441 1448 474 704 74 843 734 1385 5529 
1562 448 1222 900 703 1589 872 900 1200 0 892 961 242 1076 1628 1640 27 1686 1042 1323 1701 1620 856 1651 827 1583 1276 1434 1605 1663 1611 1105 1284 820 972 1667 1274 1438 1042 758 4759 
904 1337 453 1589 480 974 1562 1590 431 899 0 89 676 307 1328 932 867 1000 1603 1228 1164 888 1219 1351 1190 919 521 1316 904 1066 879 515 529 1183 99 936 505 765 760 1121 5264 
974 1408 523 1659 408 1044 1632 1660 501 969 84 0 746 377 1398 1002 937 1070 1673 1299 1234 958 1289 1421 1260 990 591 1386 975 1137 949 579 599 1253 27 1006 575 829 831 1191 5334 
1370 679 1004 959 480 1397 932 960 982 241 674 743 0 858 1637 1441 209 1494 1102 1318 1673 1397 632 1661 604 1391 1053 1406 1413 1471 1388 882 1061 597 754 1444 1056 1215 850 534 4592 
762 1509 365 1640 540 832 1710 1656 343 1071 301 370 847 0 1186 791 1039 859 1544 1169 1023 747 1390 1210 1362 778 312 1257 763 925 738 487 319 1355 381 794 418 622 778 1292 5436 
631 1602 1131 763 1449 543 833 779 1151 1646 1359 1429 1630 1298 0 632 1668 565 667 316 325 701 2176 23 2148 651 1199 427 674 574 603 1456 1259 2141 1439 638 1076 1521 857 2078 5517 
98 1835 662 996 980 81 1065 1012 682 1587 891 960 1392 829 622 0 1555 179 900 549 459 98 1926 646 1866 65 700 660 62 176 138 987 790 1890 970 118 608 1022 629 1828 5750 
1535 470 1194 921 675 1561 894 922 1172 32 865 934 214 1049 1649 1612 0 1659 1064 1345 1722 1592 828 1673 800 1555 1249 1456 1578 1635 1583 1078 1256 793 944 1640 1247 1410 1015 730 4781 
182 1775 746 936 1065 94 1005 952 766 1676 975 1044 1477 913 562 183 1644 0 839 489 398 252 2010 585 1950 202 815 600 225 138 112 1072 875 1974 1055 146 692 1137 718 1912 5690 
934 1030 1270 191 1603 846 261 207 1264 1074 1587 1656 1142 1612 686 935 1096 868 0 381 759 1004 1756 709 1727 954 1600 492 977 877 906 1857 1660 1720 1667 941 1322 1922 922 1658 4945 
570 1310 889 471 1479 482 540 486 883 1354 1206 1275 1313 1230 322 572 1375 504 374 0 395 640 1860 346 1831 591 1236 111 614 513 543 1493 1296 1824 1285 577 941 1558 541 1762 5225 
460 1680 960 841 1279 372 910 857 980 1724 1189 1258 1691 1127 322 461 1745 394 744 394 0 530 2224 346 2164 481 1029 505 503 403 433 1286 1088 2188 1269 467 906 1351 935 2126 5595 
100 1907 623 1068 941 153 1137 1084 643 1581 851 920 1353 789 694 88 1549 250 971 621 530 0 1886 717 1826 45 708 732 49 248 174 948 751 1851 931 154 568 1031 668 1788 5822 
1915 1158 1535 1592 1006 1942 1565 1593 1513 874 1205 1275 646 1390 2182 1967 842 2035 1735 1863 2199 1923 0 2206 98 1936 1579 1951 1939 2016 1914 1408 1587 42 1285 1970 1588 1741 1395 538 4492 
653 1624 1153 786 1471 565 855 801 1173 1668 1381 1451 1652 1320 23 654 1690 587 689 338 347 723 2198 0 2170 673 1221 449 696 596 625 1478 1281 2163 1461 660 1098 1543 879 2100 5539 
1885 1131 1508 1565 979 1915 1538 1566 1486 847 1178 1247 619 1362 2155 1914 815 1982 1708 1836 2146 1870 111 2179 0 1901 1526 1924 1886 1989 1861 1354 1534 68 1258 1917 1560 1688 1368 511 4495 
54 1861 637 1022 966 107 1091 1038 657 1580 876 945 1377 814 648 65 1548 205 926 575 485 49 1911 672 1851 0 737 686 22 202 203 972 775 1875 956 183 582 1059 622 1813 5776 
762 1680 453 1694 602 795 1763 1709 431 1242 513 583 1013 383 1193 714 1210 837 1597 1246 1030 711 1547 1217 1487 742 0 1345 746 890 645 608 165 1511 593 707 505 520 957 1449 5602 
676 1426 976 587 1567 588 657 603 970 1470 1293 1362 1401 1318 428 677 1492 610 491 116 501 746 1947 451 1919 696 1342 0 719 619 648 1589 1387 1912 1373 683 1029 1664 628 1849 5341 
79 1887 614 1048 943 133 1117 1063 634 1583 853 922 1355 791 674 59 1551 230 951 601 510 50 1888 697 1828 25 738 712 0 228 198 950 753 1852 933 178 559 1060 647 1790 5802 
192 1804 775 965 1094 104 1034 980 795 1651 1004 1073 1466 942 590 193 1619 155 868 517 427 262 2012 614 1979 212 844 628 235 0 199 1100 903 1977 1083 234 721 1166 693 1914 5719 
223 1813 625 974 943 165 1043 990 645 1583 853 922 1355 791 600 125 1551 118 877 527 436 156 1888 623 1828 187 631 638 188 184 0 950 753 1853 933 31 570 953 754 1790 5728 
994 1524 749 1804 446 1064 1776 1804 726 1086 545 594 857 481 1418 1022 1054 1090 1845 1495 1254 978 1391 1442 1303 1010 635 1606 995 1157 969 0 642 1349 582 1026 801 724 1077 1293 5446 
783 1689 462 1731 611 853 1800 1747 440 1251 523 592 1023 392 1207 811 1219 879 1634 1266 1043 767 1556 1230 1496 799 172 1354 784 946 758 618 0 1520 602 815 515 676 966 1458 5611 
1873 1115 1493 1550 963 1899 1522 1550 1470 832 1163 1232 604 1347 2140 1924 800 1992 1693 1821 2156 1880 43 2163 56 1893 1537 1909 1897 1973 1871 1366 1544 0 1243 1928 1545 1698 1353 495 4469 
983 1417 532 1669 388 1054 1641 1669 510 979 94 25 755 387 1407 1012 947 1080 1683 1308 1244 968 1298 1431 1270 999 601 1396 984 1146 959 559 609 1263 0 1015 585 809 840 1200 5344 
200 1839 649 1000 967 183 1069 1016 669 1607 877 946 1379 815 626 101 1575 144 903 553 462 132 1912 649 1852 164 682 664 164 210 33 974 777 1877 957 0 594 1004 730 1814 5754 
545 1676 54 1384 802 616 1453 1400 74 1238 468 538 1015 466 1038 604 1206 711 1287 913 875 581 1558 1062 1529 570 508 1001 545 710 590 764 516 1522 548 629 0 917 804 1460 5603 
1083 1860 862 2014 781 1116 2083 2030 840 1421 760 810 1193 659 1514 1034 1389 1158 1917 1567 1350 1031 1726 1537 1666 1063 526 1678 1066 1211 966 696 675 1691 798 1027 915 0 1285 1628 5782 
592 1465 775 1011 1007 619 1080 1027 769 1026 733 802 841 758 859 670 994 716 915 540 932 662 1387 883 1359 613 972 628 635 693 781 1029 979 1352 813 789 827 1253 0 1289 5433 
1824 1066 1443 1501 914 1850 1473 1501 1421 783 1114 1183 554 1298 2090 1875 751 1943 1643 1772 2107 1831 540 2114 512 1844 1488 1859 1848 1924 1822 1317 1495 505 1194 1879 1496 1649 1304 0 4262 
5742 4866 5597 4816 5068 5654 4752 4832 5575 4768 5268 5337 4629 5452 5494 5743 4789 5676 4909 5189 5567 5812 4359 5518 4372 5763 5641 5300 5786 5685 5715 5470 5649 4339 5347 5749 5650 5803 5457 4240 0 
# noon travel time matrix between customers (incl. depot as last customer) [int** t_travelNoon]
0 1819 598 1007 923 87 1074 1023 618 1556 850 920 1337 764 627 105 1525 186 907 557 461 100 1857 651 1784 51 723 665 72 181 241 928 730 1822 930 221 545 1054 596 1760 5759 
1809 0 1648 828 1114 1725 813 836 1628 422 1302 1372 657 1486 1566 1816 443 1747 983 1259 1636 1878 1178 1590 1149 1830 1676 1367 1852 1756 1786 1511 1683 1143 1383 1822 1700 1843 1447 1081 4825 
593 1622 0 1329 751 660 1396 1345 20 1192 426 495 969 415 1080 650 1161 745 1229 854 913 638 1502 1103 1473 615 461 939 590 754 633 736 467 1467 506 700 51 865 745 1405 5555 
1017 832 1330 0 1408 933 137 50 1325 886 1559 1629 951 1693 774 1024 907 955 191 467 844 1086 1556 798 1528 1038 1683 575 1060 964 994 1805 1733 1521 1639 1030 1382 2002 995 1460 4856 
986 1143 748 1421 0 1054 1405 1429 728 713 456 388 487 551 1406 1016 682 1071 1576 1482 1240 975 1007 1430 979 1006 622 1581 985 1138 959 457 629 972 376 1028 800 789 1031 911 5073 
84 1731 669 919 994 0 986 935 689 1570 921 991 1386 835 540 91 1539 98 819 469 373 153 1923 563 1855 104 789 577 126 93 162 998 801 1888 1001 198 616 1109 610 1826 5671 
1078 824 1391 156 1400 994 0 176 1386 878 1551 1621 943 1735 835 1085 899 1015 252 528 905 1147 1548 858 1520 1099 1743 636 1121 1024 1054 1797 1794 1513 1631 1091 1442 2063 1056 1451 4813 
1036 825 1348 50 1401 951 172 0 1344 879 1552 1622 944 1711 792 1043 900 973 209 486 863 1105 1549 816 1521 1056 1701 593 1078 982 1012 1798 1752 1514 1632 1048 1400 2021 1014 1453 4874 
613 1602 20 1317 730 680 1384 1333 0 1172 406 475 949 395 1100 670 1140 765 1217 842 933 658 1482 1123 1453 635 440 927 610 774 653 715 447 1447 486 720 71 844 733 1385 5535 
1553 440 1232 887 698 1576 872 895 1212 0 886 956 241 1071 1625 1627 27 1674 1042 1319 1696 1612 846 1649 817 1573 1260 1426 1595 1649 1597 1095 1267 811 967 1665 1284 1427 1032 749 4753 
924 1326 469 1574 475 992 1558 1581 449 896 0 89 673 307 1343 954 864 1009 1602 1227 1177 912 1206 1367 1177 944 524 1312 923 1075 897 522 531 1171 100 965 521 770 762 1109 5259 
992 1394 538 1642 403 1060 1627 1650 518 964 83 0 742 376 1412 1022 933 1077 1670 1296 1245 981 1274 1435 1246 1012 593 1380 991 1144 965 583 600 1240 27 1034 590 832 831 1178 5328 
1359 669 1019 946 475 1382 931 954 999 238 673 742 0 857 1624 1431 207 1480 1101 1302 1655 1390 623 1647 595 1379 1038 1387 1400 1454 1375 872 1044 588 753 1443 1070 1204 837 526 4590 
761 1501 372 1652 547 828 1719 1669 352 1071 305 375 849 0 1180 790 1040 846 1553 1178 1014 749 1381 1204 1353 781 309 1263 759 912 734 492 316 1346 385 802 424 616 785 1285 5435 
631 1581 1124 769 1442 546 836 785 1144 1635 1370 1439 1623 1283 0 638 1656 568 669 319 330 699 2159 23 2131 651 1199 427 673 577 607 1447 1249 2124 1450 643 1071 1518 847 2063 5521 
100 1814 648 1001 966 82 1068 1018 668 1587 893 963 1380 807 622 0 1556 180 902 551 455 94 1900 645 1827 62 698 659 59 176 136 971 773 1865 973 116 595 1017 627 1803 5753 
1525 461 1205 908 670 1549 892 916 1185 31 859 928 213 1043 1646 1599 0 1647 1063 1339 1716 1585 818 1670 789 1546 1232 1447 1568 1621 1570 1067 1239 783 939 1638 1257 1399 1004 721 4773 
173 1755 733 943 1051 89 1009 959 753 1660 978 1048 1465 892 563 180 1628 0 843 493 397 242 1985 587 1912 194 813 600 216 139 113 1056 858 1950 1058 149 680 1133 700 1888 5695 
928 1008 1240 196 1584 844 263 212 1236 1061 1574 1644 1127 1604 685 935 1083 865 0 378 755 997 1732 708 1703 948 1593 486 971 874 904 1841 1644 1697 1654 940 1292 1913 906 1635 4948 
568 1286 862 474 1448 484 541 490 858 1340 1196 1265 1303 1225 325 575 1361 505 374 0 395 637 1840 348 1811 588 1233 107 611 514 544 1482 1279 1805 1276 580 914 1553 528 1743 5226 
454 1656 948 844 1266 370 911 860 968 1710 1193 1263 1680 1107 323 461 1731 392 744 394 0 523 2200 347 2127 475 1022 502 497 401 430 1271 1073 2165 1273 467 895 1342 922 2103 5596 
101 1884 613 1072 932 152 1138 1088 634 1572 859 928 1346 773 692 89 1540 250 972 621 526 0 1866 716 1793 45 708 729 48 246 169 936 739 1831 939 149 560 1028 661 1769 5823 
1900 1140 1540 1573 992 1924 1557 1580 1520 865 1194 1264 639 1378 2166 1948 834 2004 1727 1844 2172 1907 0 2189 98 1921 1555 1929 1917 1996 1892 1389 1561 42 1274 1960 1592 1721 1379 532 4487 
653 1603 1146 791 1464 568 858 808 1166 1657 1392 1461 1645 1306 23 660 1678 590 691 341 352 722 2181 0 2153 673 1221 449 695 599 629 1469 1271 2146 1472 665 1093 1540 869 2085 5543 
1873 1113 1513 1546 965 1897 1530 1553 1493 838 1167 1237 612 1351 2138 1905 806 1960 1700 1817 2128 1864 112 2162 0 1894 1511 1902 1874 1969 1848 1331 1518 68 1247 1917 1565 1678 1352 505 4490 
55 1838 624 1026 952 106 1092 1042 644 1574 879 949 1366 793 646 66 1543 204 926 575 480 48 1886 670 1813 0 735 683 22 200 196 957 759 1851 960 176 571 1055 615 1790 5778 
759 1664 442 1697 594 795 1764 1713 422 1234 510 580 1008 372 1188 713 1203 835 1597 1247 1022 708 1528 1212 1455 740 0 1333 742 889 646 599 161 1493 591 708 494 520 956 1432 5594 
673 1403 950 591 1536 589 658 607 945 1457 1284 1353 1391 1313 430 680 1478 611 491 116 500 742 1928 454 1899 694 1339 0 716 620 650 1587 1367 1893 1364 686 1002 1658 615 1831 5343 
80 1863 602 1051 930 131 1117 1067 622 1570 857 927 1344 771 671 59 1539 229 951 600 505 48 1864 695 1791 24 730 708 0 225 196 935 737 1829 937 176 548 1055 640 1767 5802 
187 1780 763 968 1081 103 1034 984 783 1643 1009 1078 1459 923 588 194 1612 152 868 517 422 256 1995 612 1943 208 838 625 230 0 197 1086 888 1961 1089 234 710 1157 683 1899 5719 
224 1789 612 977 931 163 1043 993 633 1571 858 927 1345 772 597 124 1539 115 877 527 431 157 1865 621 1792 186 625 634 183 181 0 935 738 1830 938 32 559 945 751 1768 5729 
989 1515 750 1792 445 1057 1777 1800 730 1084 537 589 858 472 1409 1019 1053 1074 1835 1485 1243 978 1378 1433 1288 1009 625 1593 988 1141 962 0 632 1333 577 1031 801 712 1071 1282 5444 
786 1682 460 1732 612 854 1799 1748 440 1252 528 597 1026 390 1206 816 1220 871 1632 1265 1039 774 1546 1229 1473 806 171 1350 785 938 759 616 0 1511 608 824 511 667 973 1449 5612 
1858 1098 1498 1530 950 1881 1515 1538 1478 822 1152 1221 596 1336 2123 1906 791 1961 1685 1802 2129 1864 44 2147 55 1878 1512 1886 1875 1954 1849 1347 1519 0 1232 1917 1549 1679 1336 489 4464 
1002 1404 548 1652 383 1070 1636 1660 528 974 92 25 751 386 1421 1032 943 1087 1680 1305 1255 990 1284 1445 1255 1022 602 1390 1001 1154 975 564 609 1249 0 1043 599 812 840 1187 5337 
201 1815 642 1003 961 182 1070 1020 663 1601 888 957 1375 802 624 100 1569 141 903 553 457 133 1895 647 1822 162 682 661 159 208 34 965 768 1860 968 0 589 1002 728 1798 5755 
541 1675 53 1382 804 609 1449 1398 73 1245 479 549 1022 468 1028 598 1214 693 1282 908 862 586 1555 1052 1527 563 514 992 538 703 581 789 521 1520 559 648 0 918 798 1458 5608 
1077 1851 860 2015 781 1113 2082 2032 840 1421 761 812 1195 655 1508 1031 1390 1153 1916 1565 1342 1027 1715 1532 1642 1058 527 1673 1061 1207 964 700 664 1680 800 1026 912 0 1291 1618 5781 
594 1458 758 1012 989 617 1079 1028 753 1028 736 806 844 766 859 667 997 715 912 537 929 662 1380 882 1352 614 983 622 636 689 779 1046 989 1346 817 784 809 1261 0 1284 5434 
1806 1047 1446 1479 898 1830 1463 1487 1426 771 1100 1170 545 1284 2072 1855 740 1910 1634 1750 2078 1813 531 2095 502 1827 1461 1835 1824 1902 1798 1295 1468 496 1180 1866 1498 1628 1285 0 4256 
5745 4826 5592 4827 5044 5661 4762 4843 5572 4729 5246 5316 4596 5430 5502 5752 4750 5683 4919 5195 5572 5814 4356 5526 4368 5766 5606 5303 5788 5692 5721 5441 5613 4336 5326 5758 5644 5773 5431 4230 0 
# afternoon/PM travel time matrix between customers (incl. depot as last customer) [int** t_travelPM]
0 1819 603 1007 926 88 1077 1023 624 1566 867 936 1342 769 627 105 1534 187 909 557 460 101 1861 650 1788 52 725 665 74 182 244 930 731 1827 946 224 549 1057 597 1764 5814 
1811 0 1660 828 1116 1727 813 834 1639 422 1306 1375 658 1494 1566 1818 444 1748 984 1261 1640 1880 1180 1590 1151 1832 1679 1368 1854 1758 1788 1515 1685 1145 1385 1824 1712 1846 1449 1083 4851 
595 1641 0 1331 761 663 1400 1347 20 1214 441 510 988 434 1075 653 1182 742 1232 855 908 641 1521 1099 1492 617 467 940 592 758 631 754 472 1487 520 702 52 887 748 1424 5599 
1020 832 1332 0 1408 937 138 50 1328 884 1562 1631 951 1704 775 1028 907 957 193 470 849 1090 1557 799 1528 1041 1688 578 1063 967 997 1807 1733 1523 1641 1033 1384 2009 1000 1460 4911 
980 1144 745 1424 0 1048 1409 1430 725 717 458 391 491 555 1393 1007 685 1060 1580 1472 1227 964 1010 1417 981 996 623 1580 979 1128 949 458 628 975 379 1020 797 789 1032 913 5102 
83 1731 673 919 996 0 989 935 694 1580 937 1006 1394 839 539 91 1548 99 821 469 372 153 1931 562 1858 104 791 577 126 94 162 1000 801 1897 1016 198 619 1113 611 1834 5726 
1079 822 1391 157 1397 995 0 174 1386 874 1551 1620 940 1739 834 1086 896 1016 252 529 907 1148 1546 857 1518 1100 1747 636 1122 1026 1055 1796 1792 1512 1630 1092 1443 2068 1058 1449 4864 
1037 826 1349 50 1402 953 174 0 1345 878 1556 1625 944 1720 792 1044 900 974 210 487 866 1107 1550 816 1522 1058 1705 595 1080 984 1014 1800 1750 1516 1635 1050 1401 2026 1016 1454 4928 
615 1620 20 1318 740 683 1388 1334 0 1193 421 490 967 414 1095 673 1161 762 1220 843 928 661 1500 1119 1472 637 446 927 613 778 651 733 451 1466 500 722 72 866 736 1403 5578 
1568 437 1245 886 701 1591 871 892 1224 0 891 960 243 1079 1624 1642 29 1690 1042 1319 1698 1606 850 1648 821 1588 1264 1427 1611 1659 1591 1100 1270 815 970 1662 1297 1431 1034 753 4776 
929 1329 477 1579 478 997 1564 1585 457 902 0 88 676 311 1343 956 871 1009 1612 1235 1176 914 1209 1366 1181 945 526 1320 928 1077 898 524 532 1175 98 969 529 773 767 1112 5287 
998 1398 545 1647 406 1065 1633 1653 525 971 83 0 745 379 1411 1025 939 1078 1680 1303 1244 982 1278 1435 1249 1014 595 1388 997 1145 967 589 600 1244 27 1038 597 838 835 1181 5356 
1373 665 1030 945 476 1396 931 951 1010 238 677 746 0 864 1627 1424 207 1477 1102 1308 1643 1381 624 1651 596 1393 1039 1392 1395 1464 1365 874 1044 590 756 1436 1082 1206 839 527 4614 
760 1509 387 1668 553 827 1738 1684 367 1082 310 379 857 0 1173 787 1051 840 1570 1193 1006 744 1390 1197 1361 776 311 1278 759 907 729 495 316 1355 389 800 439 620 801 1293 5467 
632 1583 1124 771 1442 548 840 787 1144 1635 1382 1451 1632 1285 0 639 1657 568 673 321 332 701 2169 23 2141 652 1201 428 675 578 608 1446 1246 2135 1461 644 1070 1522 850 2073 5578 
102 1814 653 1002 971 82 1072 1018 673 1597 912 981 1387 814 621 0 1566 182 904 552 455 94 1906 645 1833 62 701 659 59 177 138 975 776 1872 991 118 599 1022 629 1809 5809 
1538 458 1215 907 671 1561 892 913 1195 31 862 931 214 1049 1645 1612 0 1661 1063 1340 1719 1577 820 1669 792 1559 1235 1448 1581 1629 1561 1070 1240 786 941 1632 1267 1401 1005 723 4797 
173 1754 734 942 1052 89 1012 958 755 1669 993 1062 1468 895 562 180 1638 0 844 492 395 242 1987 585 1914 194 814 600 216 139 113 1056 857 1953 1072 150 680 1136 701 1890 5749 
931 1005 1243 193 1581 847 263 209 1239 1057 1585 1654 1124 1614 686 938 1079 868 0 381 760 1001 1730 710 1701 952 1599 489 974 878 908 1844 1644 1695 1664 944 1295 1920 910 1633 5000 
569 1287 862 475 1459 485 544 491 857 1339 1203 1272 1311 1233 324 576 1361 505 377 0 397 638 1848 347 1820 589 1237 107 612 515 545 1481 1282 1814 1282 581 914 1558 529 1751 5282 
455 1657 947 845 1265 371 915 861 968 1709 1206 1275 1681 1108 322 462 1731 392 747 395 0 525 2200 345 2127 476 1025 503 498 402 432 1269 1070 2166 1285 468 893 1346 924 2103 5652 
102 1885 615 1073 933 153 1142 1089 636 1575 874 943 1349 776 692 90 1543 253 975 623 525 0 1868 716 1795 45 709 730 48 248 171 937 738 1834 953 151 561 1031 663 1771 5880 
1913 1140 1550 1573 993 1938 1558 1579 1530 866 1197 1266 640 1384 2169 1941 834 1994 1729 1850 2160 1898 0 2193 98 1929 1556 1934 1913 2006 1883 1391 1562 42 1276 1953 1602 1723 1381 533 4519 
653 1604 1145 792 1463 569 862 808 1165 1656 1403 1472 1653 1306 23 660 1678 590 694 342 353 722 2191 0 2162 674 1222 449 696 599 629 1467 1267 2156 1482 666 1091 1543 871 2094 5599 
